0,1,2,3,4,5
Područje,Odjeljak,Skupina,Razred,Podrazred,Naziv
A,,,,,"POLJOPRIVREDA, ŠUMARSTVO I RIBARSTVO"
,,24.1,,,"Proizvodnja sirovog željeza, čelika i ferolegura"
,,,24.10,,"Proizvodnja sirovog željeza, čelika i ferolegura"
,,,,24.10.0,"Proizvodnja sirovog željeza, čelika i ferolegura"
,,24.2,,,"Proizvodnja čeličnih cijevi, šupljih profila i pripadajućeg pribora"
,,,24.20,,"Proizvodnja čeličnih cijevi, šupljih profila i pripadajućeg pribora"
,,,,24.20.0,"Proizvodnja čeličnih cijevi, šupljih profila i pripadajućeg pribora"
,,24.3,,,Proizvodnja ostalih proizvoda primarne prerade čelika
,,,24.31,,Hladno vučenje šipki
,,,,24.31.0,Hladno vučenje šipki
,,,24.32,,Hladno valjanje uskih vrpci
,,,,24.32.0,Hladno valjanje uskih vrpci
,,,24.33,,Hladno oblikovanje i profiliranje
,,,,24.33.0,Hladno oblikovanje i profiliranje
,,,24.34,,Hladno vučenje žica
,,,,24.34.0,Hladno vučenje žica
,,24.4,,,Proizvodnja plemenitih i ostalih obojenih metala
,,,24.41,,Proizvodnja plemenitih metala
,,,,24.41.0,Proizvodnja plemenitih metala
,,,24.42,,Proizvodnja aluminija
,,,,24.42.0,Proizvodnja aluminija
,,,24.43,,"Proizvodnja olova, cinka i kositra"
,,,,24.43.0,"Proizvodnja olova, cinka i kositra"
,,,24.44,,Proizvodnja bakra
,,,,24.44.0,Proizvodnja bakra
,,,24.45,,Proizvodnja ostalih obojenih metala
,,,,24.45.0,Proizvodnja ostalih obojenih metala
,,,24.46,,Obrada nuklearnoga goriva
,,,,24.46.0,Obrada nuklearnoga goriva
,,24.5,,,Lijevanje metala
,,,24.51,,Lijevanje željeza
,,,,24.51.0,Lijevanje željeza
,,,24.52,,Lijevanje čelika
,,,,24.52.0,Lijevanje čelika
,,,24.53,,Lijevanje lakih metala
,,,,24.53.0,Lijevanje lakih metala
,,,24.54,,Lijevanje ostalih obojenih metala
,,,,24.54.0,Lijevanje ostalih obojenih metala
,25,,,,"Proizvodnja gotovih metalnih proizvoda, osim strojeva i opreme"
,,25.1,,,Proizvodnja metalnih konstrukcija
,,,25.11,,Proizvodnja metalnih konstrukcija i njihovih dijelova
,,,,25.11.0,Proizvodnja metalnih konstrukcija i njihovih dijelova
,,,25.12,,Proizvodnja vrata i prozora od metala
,,,,25.12.0,Proizvodnja vrata i prozora od metala
,,25.2,,,"Proizvodnja cisterni, rezervoara i sličnih posuda od metala"
,,,25.21,,"Proizvodnja radijatora, parnih kotlova i kotlova za centralno grijanje"
,,,,25.21.0,"Proizvodnja radijatora, parnih kotlova i kotlova za centralno grijanje"
,,,25.22,,"Proizvodnja ostalih cisterni, rezervoara i sličnih posuda od metala"
,,,,25.22.0,"Proizvodnja ostalih cisterni, rezervoara i sličnih posuda od metala"
,,25.3,,,Proizvodnja oružja i streljiva
,,,25.30,,Proizvodnja oružja i streljiva
,,,,25.30.0,Proizvodnja oružja i streljiva
,,25.4,,,Kovanje i oblikovanje metala i metalurgija praha
,,,25.40,,Kovanje i oblikovanje metala i metalurgija praha
,,,,25.40.0,Kovanje i oblikovanje metala i metalurgija praha
,,25.5,,,Obrada i prevlačenje metala; strojna obrada metala
,,,25.51,,Prevlačenje metala
,,,,25.51.0,Prevlačenje metala
,,,25.52,,Toplinska obrada metala
,,,,25.52.0,Toplinska obrada metala
,,,25.53,,Strojna obrada metala
,,,,25.53.0,Strojna obrada metala
,,25.6,,,"Proizvodnja pribora za jelo i sječiva, alata i opće željezne robe"
,,,25.61,,Proizvodnja pribora za jelo i sječiva
,,,,25.61.0,Proizvodnja pribora za jelo i sječiva
,,,25.62,,Proizvodnja brava i okova
,,,,25.62.0,Proizvodnja brava i okova
,,,25.63,,Proizvodnja alata
,,,,25.63.0,Proizvodnja alata
,,25.9,,,Proizvodnja ostalih gotovih proizvoda od metala
,,,25.91,,Proizvodnja čeličnih bačvi i sličnih posuda
,,,,25.91.0,Proizvodnja čeličnih bačvi i sličnih posuda
,,,25.92,,Proizvodnja ambalaže od lakih metala
,,,,25.92.0,Proizvodnja ambalaže od lakih metala
,,,25.93,,"Proizvodnja proizvoda od žice, lanaca i opruga"
,,,,25.93.0,"Proizvodnja proizvoda od žice, lanaca i opruga"
,,,25.94,,Proizvodnja zakovica i vijčane robe
,,,,25.94.0,Proizvodnja zakovica i vijčane robe
,,,25.99,,"Proizvodnja ostalih gotovih proizvoda od metala, d. n."
,,,,25.99.0,"Proizvodnja ostalih gotovih proizvoda od metala, d. n."
,26,,,,Proizvodnja računala te elektroničkih i optičkih proizvoda
,,26.1,,,Proizvodnja elektroničkih komponenata i ploča
,,,26.11,,Proizvodnja elektroničkih komponenata
,,,,26.11.0,Proizvodnja elektroničkih komponenata
,,,26.12,,Proizvodnja punih elektroničkih ploča
,,,,26.12.0,Proizvodnja punih elektroničkih ploča
,,26.2,,,Proizvodnja računala i periferne opreme
,,,26.20,,Proizvodnja računala i periferne opreme
,,,,26.20.0,Proizvodnja računala i periferne opreme
,,26.3,,,Proizvodnja komunikacijske opreme
,,,26.30,,Proizvodnja komunikacijske opreme
,,,,26.30.0,Proizvodnja komunikacijske opreme
,,26.4,,,Proizvodnja elektroničkih uređaja za široku potrošnju
,,,26.40,,Proizvodnja elektroničkih uređaja za široku potrošnju
,,,,26.40.0,Proizvodnja elektroničkih uređaja za široku potrošnju
,,26.5,,,Proizvodnja mjernih instrumenata za ispitivanje i satova
,,,26.51,,"Proizvodnja instrumenata i aparata za mjerenje, ispitivanje i navigaciju"
,,,,26.51.0,"Proizvodnja instrumenata i aparata za mjerenje, ispitivanje i navigaciju"
,,,26.52,,Proizvodnja satova
,,,,26.52.0,Proizvodnja satova
,,26.6,,,"Proizvodnja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
,,,26.60,,"Proizvodnja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
,,,,26.60.0,"Proizvodnja opreme za zračenje, elektromedicinske i elektroterapeutske opreme"
,,26.7,,,"Proizvodnja optičkih instrumenata, magnetskih i optičkih medija te fotografske opreme"
,,,26.70,,"Proizvodnja optičkih instrumenata, magnetskih i optičkih medija te fotografske opreme"
,,,,26.70.0,"Proizvodnja optičkih instrumenata, magnetskih i optičkih medija te fotografske opreme"
,27,,,,Proizvodnja električne opreme
,,27.1,,,"Proizvodnja elektromotora, generatora, transformatora te uređaja za distribuciju i kontrolu električne energije"
,,,27.11,,"Proizvodnja elektromotora, generatora i transformatora"
,,,,27.11.0,"Proizvodnja elektromotora, generatora i transformatora"
,,,27.12,,Proizvodnja uređaja za distribuciju i kontrolu električne energije
,,,,27.12.0,Proizvodnja uređaja za distribuciju i kontrolu električne energije
,,27.2,,,Proizvodnja baterija i akumulatora
,,,27.20,,Proizvodnja baterija i akumulatora
,,,,27.20.0,Proizvodnja baterija i akumulatora
,,27.3,,,Proizvodnja žice i elektroinstalacijskog materijala
,,,27.31,,Proizvodnja kablova od optičkih vlakana
,,,,27.31.0,Proizvodnja kablova od optičkih vlakana
,,,27.32,,Proizvodnja ostalih elektroničkih i električnih žica i kablova
,,,,27.32.0,Proizvodnja ostalih elektroničkih i električnih žica i kablova
,,,27.33,,Proizvodnja elektroinstalacijskog materijala
,,,,27.33.0,Proizvodnja elektroinstalacijskog materijala
,,27.4,,,Proizvodnja rasvjetne opreme
,,,27.40,,Proizvodnja rasvjetne opreme
,,,,27.40.0,Proizvodnja rasvjetne opreme
,,27.5,,,Proizvodnja aparata za kućanstvo
,,,27.51,,Proizvodnja električnih aparata za kućanstvo
,,,,27.51.0,Proizvodnja električnih aparata za kućanstvo
,,,27.52,,Proizvodnja neelektričnih aparata za kućanstvo
,,,,27.52.0,Proizvodnja neelektričnih aparata za kućanstvo
,,27.9,,,Proizvodnja ostale električne opreme
,,,27.90,,Proizvodnja ostale električne opreme
,,,,27.90.0,Proizvodnja ostale električne opreme
,28,,,,"Proizvodnja strojeva i uređaja, d. n."
,,28.1,,,Proizvodnja strojeva za opće namjene
,,,28.11,,"Proizvodnja motora i turbina, osim motora za zrakoplove i motorna vozila"
,,,,28.11.0,"Proizvodnja motora i turbina, osim motora za zrakoplove i motorna vozila"
,,,28.12,,Proizvodnja hidrauličnih pogonskih uređaja
,,,,28.12.0,Proizvodnja hidrauličnih pogonskih uređaja
,,,28.13,,Proizvodnja ostalih crpki i kompresora
,,,,28.13.0,Proizvodnja ostalih crpki i kompresora
,,,28.14,,Proizvodnja ostalih slavina i ventila
,,,,28.14.0,Proizvodnja ostalih slavina i ventila
,,,28.15,,"Proizvodnja ležajeva, prijenosnika te prijenosnih i pogonskih elemenata"
,,,,28.15.0,"Proizvodnja ležajeva, prijenosnika te prijenosnih i pogonskih elemenata"
,,28.2,,,Proizvodnja ostalih strojeva za opće namjene
,,,28.21,,"Proizvodnja peći, kamina i trajne opreme za grijanje kućanstva"
,,,,28.21.0,"Proizvodnja peći, kamina i trajne opreme za grijanje kućanstva"
,,,28.22,,Proizvodnja uređaja za dizanje i prenošenje
,,,,28.22.0,Proizvodnja uređaja za dizanje i prenošenje
,,,28.23,,"Proizvodnja uredskih strojeva i opreme, osim proizvodnje računala i periferne opreme"
,,,,28.23.0,"Proizvodnja uredskih strojeva i opreme, osim proizvodnje računala i periferne opreme"
,,,28.24,,Proizvodnja mehaniziranog ručnog alata
,,,,28.24.0,Proizvodnja mehaniziranog ručnog alata
,,,28.25,,"Proizvodnja rashladne i ventilacijske opreme, osim za kućanstva"
,,,,28.25.0,"Proizvodnja rashladne i ventilacijske opreme, osim za kućanstva"
,,,28.29,,"Proizvodnja ostalih strojeva za opće namjene, d. n."
,,,,28.29.0,"Proizvodnja ostalih strojeva za opće namjene, d. n."
,,28.3,,,Proizvodnja strojeva za poljoprivredu i šumarstvo
,,,28.30,,Proizvodnja strojeva za poljoprivredu i šumarstvo
,,,,28.30.0,Proizvodnja strojeva za poljoprivredu i šumarstvo
,,28.4,,,Proizvodnja strojeva za oblikovanje metala i alatnih strojeva
,,,28.41,,Proizvodnja strojeva za oblikovanje metala i alatnih strojeva za obradu metala
,,,,28.41.0,Proizvodnja strojeva za oblikovanje metala i alatnih strojeva za obradu metala
,,,28.42,,Proizvodnja ostalih alatnih strojeva
,,,,28.42.0,Proizvodnja ostalih alatnih strojeva
,,28.9,,,Proizvodnja ostalih strojeva za posebne namjene
,,,28.91,,Proizvodnja strojeva za metalurgiju
,,,,28.91.0,Proizvodnja strojeva za metalurgiju
,,,28.92,,"Proizvodnja strojeva za rudnike, kamenolome i građevinarstvo"
,,,,28.92.0,"Proizvodnja strojeva za rudnike, kamenolome i građevinarstvo"
,,,28.93,,"Proizvodnja strojeva za industriju hrane, pića i duhana"
,,,,28.93.0,"Proizvodnja strojeva za industriju hrane, pića i duhana"
,,,28.94,,"Proizvodnja strojeva za industriju tekstila, odjeće i kože"
,,,,28.94.0,"Proizvodnja strojeva za industriju tekstila, odjeće i kože"
,,,28.95,,Proizvodnja strojeva za industriju papira i kartona
,,,,28.95.0,Proizvodnja strojeva za industriju papira i kartona
,,,28.96,,Proizvodnja strojeva za plastiku i gumu
,,,,28.96.0,Proizvodnja strojeva za plastiku i gumu
,,,28.97,,Proizvodnja strojeva za aditivnu proizvodnju
,,,,28.97.0,Proizvodnja strojeva za aditivnu proizvodnju
,,,28.99,,"Proizvodnja ostalih strojeva za posebne namjene, d. n."
,,,,28.99.0,"Proizvodnja ostalih strojeva za posebne namjene, d. n."
,29,,,,"Proizvodnja motornih vozila, prikolica i poluprikolica"
,,29.1,,,Proizvodnja motornih vozila
,,,29.10,,Proizvodnja motornih vozila
,,,,29.10.0,Proizvodnja motornih vozila
,,29.2,,,Proizvodnja karoserija za motorna vozila; proizvodnja prikolica i poluprikolica
,,,29.20,,Proizvodnja karoserija za motorna vozila; proizvodnja prikolica i poluprikolica
,,,,29.20.0,Proizvodnja karoserija za motorna vozila; proizvodnja prikolica i poluprikolica
,,29.3,,,Proizvodnja dijelova i pribora za motorna vozila
,,,29.31,,Proizvodnja električne i elektroničke opreme za motorna vozila
,,,,29.31.0,Proizvodnja električne i elektroničke opreme za motorna vozila
,,,29.32,,Proizvodnja ostalih dijelova i pribora za motorna vozila
,,,,29.32.0,Proizvodnja ostalih dijelova i pribora za motorna vozila
,30,,,,Proizvodnja ostalih prijevoznih sredstava
,,30.1,,,Gradnja brodova i čamaca
,,,30.11,,Gradnja civilnih brodova i plutajućih objekata
,,,,30.11.0,Gradnja civilnih brodova i plutajućih objekata
,,,30.12,,Gradnja čamaca za razonodu i sportskih čamaca
,,,,30.12.0,Gradnja čamaca za razonodu i sportskih čamaca
,,,30.13,,Gradnja vojnih brodova i plovila
,,,,30.13.0,Gradnja vojnih brodova i plovila
,,30.2,,,Proizvodnja željezničkih lokomotiva i tračničkih vozila
,,,30.20,,Proizvodnja željezničkih lokomotiva i tračničkih vozila
,,,,30.20.0,Proizvodnja željezničkih lokomotiva i tračničkih vozila
,,30.3,,,Proizvodnja zrakoplova i svemirskih letjelica te srodnih strojeva i opreme
,,,30.31,,Proizvodnja civilnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme
,,,,30.31.0,Proizvodnja civilnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme
,,,30.32,,Proizvodnja vojnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme
,,,,30.32.0,Proizvodnja vojnih zrakoplova i svemirskih letjelica te srodnih strojeva i opreme
,,30.4,,,Proizvodnja vojnih borbenih vozila
,,,30.40,,Proizvodnja vojnih borbenih vozila
,,,,30.40.0,Proizvodnja vojnih borbenih vozila
,,30.9,,,"Proizvodnja prijevoznih sredstava, d. n."
,,,30.91,,Proizvodnja motocikala
,,,,30.91.0,Proizvodnja motocikala
,,,30.92,,Proizvodnja bicikala i invalidskih kolica
,,,,30.92.0,Proizvodnja bicikala i invalidskih kolica
,,,30.99,,"Proizvodnja ostalih prijevoznih sredstava, d. n."
,,,,30.99.0,"Proizvodnja ostalih prijevoznih sredstava, d. n."
,31,,,,Proizvodnja namještaja
,,31.0,,,Proizvodnja namještaja
,,,31.00,,Proizvodnja namještaja
,,,,31.00.1,Proizvodnja namještaja za poslovne i prodajne prostore
,,,,31.00.2,Proizvodnja kuhinjskog namještaja
,,,,31.00.3,Proizvodnja madraca
,,,,31.00.9,Proizvodnja ostalog namještaja
,32,,,,Ostala prerađivačka industrija
,,32.1,,,"Proizvodnja nakita, imitacije nakita (bižuterije) i srodnih proizvoda"
,,,32.11,,Proizvodnja kovanog novca
,,,,32.11.0,Proizvodnja kovanog novca
,,,32.12,,Proizvodnja nakita i srodnih proizvoda
,,,,32.12.0,Proizvodnja nakita i srodnih proizvoda
,,,32.13,,Proizvodnja imitacije nakita (bižuterije) i srodnih proizvoda
,,,,32.13.0,Proizvodnja imitacije nakita (bižuterije) i srodnih proizvoda
,,32.2,,,Proizvodnja glazbenih instrumenata
,,,32.20,,Proizvodnja glazbenih instrumenata
,,,,32.20.0,Proizvodnja glazbenih instrumenata
,,32.3,,,Proizvodnja sportske opreme
,,,32.30,,Proizvodnja sportske opreme
,,,,32.30.0,Proizvodnja sportske opreme
,,32.4,,,Proizvodnja igara i igračaka
,,,32.40,,Proizvodnja igara i igračaka
,,,,32.40.0,Proizvodnja igara i igračaka
,,32.5,,,Proizvodnja medicinskih i stomatoloških instrumenata i pribora
,,,32.50,,Proizvodnja medicinskih i stomatoloških instrumenata i pribora
,,,,32.50.0,Proizvodnja medicinskih i stomatoloških instrumenata i pribora
,,32.9,,,"Prerađivačka industrija, d. n."
,,,32.91,,Proizvodnja metli i četki
,,,,32.91.0,Proizvodnja metli i četki
,,,32.99,,"Ostala prerađivačka industrija, d. n."
,,,,32.99.0,"Ostala prerađivačka industrija, d. n."
,33,,,,"Popravak, održavanje i instaliranje strojeva i opreme"
,,33.1,,,"Popravak i održavanje proizvoda od metala, strojeva i opreme"
,,,33.11,,Popravak i održavanje proizvoda od metala
,,,,33.11.0,Popravak i održavanje proizvoda od metala
,,,33.12,,Popravak i održavanje strojeva
,,,,33.12.0,Popravak i održavanje strojeva
,,,33.13,,Popravak i održavanje elektroničke i optičke opreme
,,,,33.13.0,Popravak i održavanje elektroničke i optičke opreme
,,,33.14,,Popravak i održavanje električne opreme
,,,,33.14.0,Popravak i održavanje električne opreme
,,,33.15,,Popravak i održavanje civilnih brodova i čamaca
,,,,33.15.0,Popravak i održavanje civilnih brodova i čamaca
,,,33.16,,Popravak i održavanje civilnih zrakoplova i svemirskih letjelica
,,,,33.16.0,Popravak i održavanje civilnih zrakoplova i svemirskih letjelica
,,,33.17,,Popravak i održavanje ostalih civilnih prijevoznih sredstava
,,,,33.17.0,Popravak i održavanje ostalih civilnih prijevoznih sredstava
,,,33.18,,"Popravak i održavanje vojnih borbenih vozila, brodova, čamaca, zrakoplova i svemirskih letjelica"
,,,,33.18.0,"Popravak i održavanje vojnih borbenih vozila, brodova, čamaca, zrakoplova i svemirskih letjelica"
,,,33.19,,Popravak i održavanje ostale opreme
,,,,33.19.0,Popravak i održavanje ostale opreme
,,33.2,,,Instalacija industrijskih strojeva i opreme
,,,33.20,,Instalacija industrijskih strojeva i opreme
,,,,33.20.0,Instalacija industrijskih strojeva i opreme
D,,,,,"OPSKRBA ELEKTRIČNOM ENERGIJOM, PLINOM, PAROM I KLIMATIZACIJA"
,35,,,,"Opskrba električnom energijom, plinom, parom i klimatizacija"
,,35.1,,,"Proizvodnja, prijenos i distribucija električne energije"
,,,35.11,,Proizvodnja električne energije iz neobnovljivih izvora
,,,,35.11.0,Proizvodnja električne energije iz neobnovljivih izvora
,,,35.12,,Proizvodnja električne energije iz obnovljivih izvora
,,,,35.12.0,Proizvodnja električne energije iz obnovljivih izvora
,,,35.13,,Prijenos električne energije
,,,,35.13.0,Prijenos električne energije
,,,35.14,,Distribucija električne energije
,,,,35.14.0,Distribucija električne energije
,,,35.15,,Trgovina električnom energijom
,,,,35.15.0,Trgovina električnom energijom
,,,35.16,,Skladištenje električne energije
,,,,35.16.0,Skladištenje električne energije
,,35.2,,,Proizvodnja plina i distribucija plinovitih goriva distribucijskom mrežom
,,,35.21,,Proizvodnja plina
,,,,35.21.0,Proizvodnja plina
,,,35.22,,Distribucija plinovitih goriva distribucijskom mrežom
,,,,35.22.1,Djelatnosti distribucije plina distribucijskom mrežom
,,,,35.22.2,Djelatnosti opskrbe plinom putem distribucijske mreže
,,,,35.22.9,Djelatnosti distribucije ostalih plinovitih goriva distribucijskom mrežom
,,,35.23,,Trgovina plinom distribucijskom mrežom
,,,,35.23.0,Trgovina plinom distribucijskom mrežom
,,,35.24,,Skladištenje plina kao dio usluge opskrbe putem mreže
,,,,35.24.0,Skladištenje plina kao dio usluge opskrbe putem mreže
,,35.3,,,Opskrba parom i klimatizacija
,,,35.30,,Opskrba parom i klimatizacija
,,,,35.30.0,Opskrba parom i klimatizacija
,,35.4,,,Djelatnosti brokera i agenata za električnu energiju i plin
,,,35.40,,Djelatnosti brokera i agenata za električnu energiju i plin
,,,,35.40.0,Djelatnosti brokera i agenata za električnu energiju i plin
E,,,,,"OPSKRBA VODOM; UKLANJANJE OTPADNIH VODA, GOSPODARENJE OTPADOM TE DJELATNOSTI SANACIJE OKOLIŠA"
,36,,,,"Zahvaćanje, pročišćavanje i opskrba vodom"
,,36.0,,,"Zahvaćanje, pročišćavanje i opskrba vodom"
,,,36.00,,"Zahvaćanje, pročišćavanje i opskrba vodom"
,,,,36.00.0,"Zahvaćanje, pročišćavanje i opskrba vodom"
,37,,,,Obrada otpadnih voda
,,37.0,,,Obrada otpadnih voda
,,,37.00,,Obrada otpadnih voda
,,,,37.00.0,Obrada otpadnih voda
,38,,,,"Sakupljanje, oporaba i zbrinjavanje otpada"
,,38.1,,,Sakupljanje otpada
,,,38.11,,Sakupljanje neopasnog otpada
,,,,38.11.0,Sakupljanje neopasnog otpada
,,,38.12,,Sakupljanje opasnog otpada
,,,,38.12.0,Sakupljanje opasnog otpada
,,38.2,,,Oporaba otpada
,,,38.21,,Oporaba materijala
,,,,38.21.0,Oporaba materijala
,,,38.22,,Oporaba energije
,,,,38.22.0,Oporaba energije
,,,38.23,,Ostala oporaba otpada
,,,,38.23.0,Ostala oporaba otpada
,,38.3,,,Zbrinjavanje otpada bez oporabe
,,,38.31,,Spaljivanje otpada bez dobivanja energije
,,,,38.31.0,Spaljivanje otpada bez dobivanja energije
,,,38.32,,Odlaganje ili trajno skladištenje otpada
,,,,38.32.0,Odlaganje ili trajno skladištenje otpada
,,,38.33,,Ostalo zbrinjavanje otpada
,,,,38.33.0,Ostalo zbrinjavanje otpada
,39,,,,Djelatnosti sanacije okoliša i ostale djelatnosti gospodarenja otpadom
,,39.0,,,Djelatnosti sanacije okoliša i ostale djelatnosti gospodarenja otpadom
,,,39.00,,Djelatnosti sanacije okoliša i ostale djelatnosti gospodarenja otpadom
,,,,39.00.0,Djelatnosti sanacije okoliša i ostale djelatnosti gospodarenja otpadom
F,,,,,GRAĐEVINARSTVO
,41,,,,Građenje stambenih i nestambenih zgrada
,,41.0,,,Građenje stambenih i nestambenih zgrada
,,,41.00,,Građenje stambenih i nestambenih zgrada
,,,,41.00.0,Građenje stambenih i nestambenih zgrada
,42,,,,Građenje građevina niskogradnje
,,42.1,,,Građenje cesta i željezničkih pruga
,,,42.11,,Građenje cesta i autocesta
,,,,42.11.0,Građenje cesta i autocesta
,,,42.12,,Građenje željezničkih pruga i podzemnih željeznica
,,,,42.12.0,Građenje željezničkih pruga i podzemnih željeznica
,,,42.13,,Građenje mostova i tunela
,,,,42.13.0,Građenje mostova i tunela
,,42.2,,,"Građenje cjevovoda, elektroenergetskih i telekomunikacijskih vodova"
,,,42.21,,Građenje cjevovoda za tekućine i plinove
,,,,42.21.0,Građenje cjevovoda za tekućine i plinove
,,,42.22,,Građenje elektroenergetskih i telekomunikacijskih vodova
,,,,42.22.0,Građenje elektroenergetskih i telekomunikacijskih vodova
,,42.9,,,Građenje ostalih građevina niskogradnje
,,,42.91,,Građenje vodnih građevina
,,,,42.91.0,Građenje vodnih građevina
,,,42.99,,"Građenje ostalih građevina niskogradnje, d. n."
,,,,42.99.0,"Građenje ostalih građevina niskogradnje, d. n."
,43,,,,Specijalizirane građevinske djelatnosti
,,43.1,,,Uklanjanje građevina i pripremni radovi na gradilištu
,,,43.11,,Uklanjanje građevina
,,,,43.11.0,Uklanjanje građevina
,,,43.12,,Pripremni radovi na gradilištu
,,,,43.12.0,Pripremni radovi na gradilištu
,,,43.13,,Pokusno bušenje i sondiranje terena za gradnju
,,,,43.13.0,Pokusno bušenje i sondiranje terena za gradnju
,,43.2,,,Građevinski instalacijski radovi
,,,43.21,,Elektroinstalacijski radovi
,,,,43.21.0,Elektroinstalacijski radovi
,,,43.22,,"Uvođenje instalacija vodovoda, kanalizacije i plina te instalacija za grijanje i klimatizaciju"
,,,,43.22.0,"Uvođenje instalacija vodovoda, kanalizacije i plina te instalacija za grijanje i klimatizaciju"
,,,43.23,,Radovi na postavljanju izolacije
,,,,43.23.0,Radovi na postavljanju izolacije
,,,43.24,,Ostali građevinski instalacijski radovi
,,,,43.24.0,Ostali građevinski instalacijski radovi
,,43.3,,,Završni građevinski radovi
,,,43.31,,Fasadni i štukaturski radovi
,,,,43.31.0,Fasadni i štukaturski radovi
,,,43.32,,Ugradnja stolarije
,,,,43.32.0,Ugradnja stolarije
,,,43.33,,Postavljanje podnih i zidnih obloga
,,,,43.33.0,Postavljanje podnih i zidnih obloga
,,,43.34,,Soboslikarski i staklarski radovi
,,,,43.34.0,Soboslikarski i staklarski radovi
,,,43.35,,Ostali završni građevinski radovi
,,,,43.35.0,Ostali završni građevinski radovi
,,43.4,,,Specijalizirani građevinski radovi u gradnji zgrada
,,,43.41,,Radovi na krovištu
,,,,43.41.0,Radovi na krovištu
,,,43.42,,Ostali specijalizirani građevinski radovi u gradnji zgrada
,,,,43.42.0,Ostali specijalizirani građevinski radovi u gradnji zgrada
,,43.5,,,Specijalizirani građevinski radovi u niskogradnji
,,,43.50,,Specijalizirani građevinski radovi u niskogradnji
,,,,43.50.0,Specijalizirani građevinski radovi u niskogradnji
,,43.6,,,Usluge posredovanja u pružanju specijaliziranih građevinskih usluga
,,,43.60,,Usluge posredovanja u pružanju specijaliziranih građevinskih usluga
,,,,43.60.0,Usluge posredovanja u pružanju specijaliziranih građevinskih usluga
,,43.9,,,Ostale specijalizirane građevinske djelatnosti
,,,43.91,,Zidarski radovi
,,,,43.91.0,Zidarski radovi
,,,43.99,,"Ostale specijalizirane građevinske djelatnosti, d. n."
,,,,43.99.0,"Ostale specijalizirane građevinske djelatnosti, d. n."
G,,,,,TRGOVINA NA VELIKO I NA MALO
,46,,,,Trgovina na veliko
,,46.1,,,Trgovina na veliko uz naplatu ili na osnovi ugovora
,,,46.11,,"Posredovanje u trgovini na veliko poljoprivrednim sirovinama, živim životinjama, tekstilnim sirovinama i poluproizvodima"
,,,,46.11.0,"Posredovanje u trgovini na veliko poljoprivrednim sirovinama, živim životinjama, tekstilnim sirovinama i poluproizvodima"
,,,46.12,,"Posredovanje u trgovini na veliko gorivima, rudama, metalima i industrijskim kemikalijama"
,,,,46.12.0,"Posredovanje u trgovini na veliko gorivima, rudama, metalima i industrijskim kemikalijama"
,,,46.13,,Posredovanje u trgovini na veliko drvom i građevinskim materijalom
,,,,46.13.0,Posredovanje u trgovini na veliko drvom i građevinskim materijalom
,,,46.14,,"Posredovanje u trgovini na veliko strojevima, industrijskom opremom, brodovima i zrakoplovima"
,,,,46.14.0,"Posredovanje u trgovini na veliko strojevima, industrijskom opremom, brodovima i zrakoplovima"
,,,46.15,,"Posredovanje u trgovini na veliko namještajem, proizvodima za kućanstvo i željeznom robom"
,,,,46.15.0,"Posredovanje u trgovini na veliko namještajem, proizvodima za kućanstvo i željeznom robom"
,,,46.16,,"Posredovanje u trgovini na veliko tekstilom, odjećom, krznom, obućom i kožnim proizvodima"
,,,,46.16.0,"Posredovanje u trgovini na veliko tekstilom, odjećom, krznom, obućom i kožnim proizvodima"
,,,46.17,,"Posredovanje u trgovini na veliko hranom, pićima i duhanom"
,,,,46.17.0,"Posredovanje u trgovini na veliko hranom, pićima i duhanom"
,,,46.18,,Posredovanje u trgovini na veliko ostalim određenim proizvodima
,,,,46.18.0,Posredovanje u trgovini na veliko ostalim određenim proizvodima
,,,46.19,,Posredovanje u nespecijaliziranoj trgovini na veliko
,,,,46.19.0,Posredovanje u nespecijaliziranoj trgovini na veliko
,,46.2,,,Trgovina na veliko poljoprivrednim sirovinama i živim životinjama
,,,46.21,,"Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stočnom hranom"
,,,,46.21.0,"Trgovina na veliko žitaricama, sirovim duhanom, sjemenjem i stočnom hranom"
,,,46.22,,Trgovina na veliko cvijećem i sadnicama
,,,,46.22.0,Trgovina na veliko cvijećem i sadnicama
,,,46.23,,Trgovina na veliko živim životinjama
,,,,46.23.0,Trgovina na veliko živim životinjama
,,,46.24,,Trgovina na veliko sirovim i štavljenim kožama
,,,,46.24.0,Trgovina na veliko sirovim i štavljenim kožama
,,46.3,,,"Trgovina na veliko hranom, pićima i duhanom"
,,,46.31,,Trgovina na veliko voćem i povrćem
,,,,46.31.0,Trgovina na veliko voćem i povrćem
,,,46.32,,"Trgovina na veliko mesom, mesnim proizvodima, ribom i ribljim proizvodima"
,,,,46.32.0,"Trgovina na veliko mesom, mesnim proizvodima, ribom i ribljim proizvodima"
,,,46.33,,"Trgovina na veliko mlijekom, mliječnim proizvodima, jajima, jestivim uljima i mastima"
,,,,46.33.0,"Trgovina na veliko mlijekom, mliječnim proizvodima, jajima, jestivim uljima i mastima"
